yearly_agency_id,agency_id,data_year,ori,legacy_ori,covered_by_legacy_ori,direct_contributor_flag,dormant_flag,dormant_year,reporting_type,ucr_agency_name,ncic_agency_name,pub_agency_name,pub_agency_unit,agency_status,state_id,state_name,state_abbr,state_postal_abbr,division_code,division_name,region_code,region_name,region_desc,agency_type_name,population,submitting_agency_id,sai,submitting_agency_name,suburban_area_flag,population_group_id,population_group_code,population_group_desc,parent_pop_group_code,parent_pop_group_desc,mip_flag,pop_sort_order,summary_rape_def,pe_reported_flag,male_officer,male_civilian,male_officer+male_civilian,female_officer,female_civilian,female_officer+female_civilian,officer_rate,employee_rate,nibrs_cert_date,nibrs_start_date,nibrs_leoka_start_date,nibrs_ct_start_date,nibrs_multi_bias_start_date,nibrs_off_eth_start_date,covered_flag,county_name,msa_name,publishable_flag,participated,nibrs_participated
36292022,3629,2022,GA0340000,GA0340000,,N,N,,I,COFFEE,COFFEE CO SO DOUGLAS,Coffee,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,27828,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,14,8B,"Non-MSA counties from 25,000 thru 99,999",8,Non-MSA Counties,N,14,,Y,48,26,74,3,47,50,1.8,4.5,2018-01-01,2019-10-01,2019-10-01,2019-10-01,2019-10-01,2019-10-01,N,COFFEE,Not Specified,Y,Y,Y
36302022,3630,2022,GA0340100,GA0340100,,N,N,,I,DOUGLAS,DOUGLAS PD,Douglas,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,11762,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,30,0,30,3,3,6,2.8,3.1,2018-01-01,2019-10-01,2019-10-01,2019-11-01,2019-11-01,2019-11-01,N,COFFEE,Not Specified,Y,Y,Y
36312022,3631,2022,GA0340300,GA0340300,,N,N,,I,BROXTON,BROXTON PD,Broxton,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,1074,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,4,0,4,1,1,2,4.7,5.6,2018-01-01,2021-01-01,2021-04-01,2021-04-01,2021-04-01,2021-12-01,N,COFFEE,Not Specified,Y,Y,Y
36332022,3633,2022,GA0340500,GA0340500,,N,N,,I,SOUTH GEORGIA ST COLLEGE,SOUTH GA COLL PUB SAF DEPT DOUGLAS,South Georgia State College,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,University or College,0,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,0,0,2018-01-01,2019-08-01,2019-08-01,2020-01-01,2020-01-01,,N,COFFEE,Not Specified,Y,Y,Y
36352022,3635,2022,GA0350100,GA0350100,,N,N,,I,MOULTRIE,MOULTRIE PD,Moultrie,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,14454,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,31,2,33,2,4,6,2.3,2.7,2018-01-01,2019-07-01,2019-07-01,2019-10-01,2019-10-01,2019-10-01,N,COLQUITT,Not Specified,Y,Y,Y
36372022,3637,2022,GA0350300,GA0350300,,N,N,,I,DOERUN,DOERUN PD,Doerun,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,713,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,5,0,5,0,1,1,7.0,8.4,2018-01-01,2019-10-01,2019-10-01,2020-11-01,2020-11-01,2020-11-01,N,COLQUITT,Not Specified,Y,Y,Y
36402022,3640,2022,GA0360000,GA0360000,,N,N,,I,COLUMBIA,COLUMBIA CO SO APPLING,Columbia,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,141826,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,19,9A,"MSA counties 100,000 or over",9,MSA Counties,Y,19,,Y,178,42,220,25,85,110,1.4,2.3,2018-01-01,2019-10-01,2022-10-01,2022-10-01,,2022-10-01,N,COLUMBIA,"Augusta-Richmond County, GA-SC",Y,Y,Y
36412022,3641,2022,GA0360100,GA0360100,,N,N,,I,GROVETOWN,GROVETOWN DEPARTMENT OF PUBLIC SAFETY,Grovetown,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,17161,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,20,0,20,3,6,9,1.3,1.7,2018-01-01,2019-08-01,2019-08-01,2019-12-01,2019-12-01,2019-12-01,N,COLUMBIA,"Augusta-Richmond County, GA-SC",Y,Y,Y
36422022,3642,2022,GA0360200,GA0360200,,N,N,,I,HARLEM,HARLEM PD,Harlem,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,4130,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,7,0,7,0,1,1,1.7,1.9,2018-01-01,2019-10-01,2022-02-01,2022-02-01,2022-02-01,2022-02-01,N,COLUMBIA,"Augusta-Richmond County, GA-SC",Y,Y,Y
36432022,3643,2022,GA0370000,GA0370000,,N,N,,I,COOK,COOK CO SO ADEL,Cook,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,8692,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,Y,26,12,38,5,9,14,3.6,6.0,2018-01-01,2019-10-01,2019-10-01,2019-11-01,2019-11-01,2019-12-01,N,COOK,Not Specified,Y,Y,Y
36472022,3647,2022,GA0380000,GA0380000,,N,N,,I,COWETA,COWETA CO SO NEWNAN,Coweta,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,100407,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,19,9A,"MSA counties 100,000 or over",9,MSA Counties,Y,19,,Y,158,28,186,15,52,67,1.7,2.5,2018-01-01,2018-12-01,2018-12-01,2019-03-01,2019-03-01,2019-03-01,N,COWETA,"Atlanta-Sandy Springs-Alpharetta, GA",Y,Y,Y
36482022,3648,2022,GA0380100,GA0380100,,N,N,,I,NEWNAN,NEWNAN PD,Newnan,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,43932,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,73,0,73,9,12,21,1.9,2.1,2018-01-01,2019-07-01,2019-07-01,2020-01-01,2020-01-01,2020-01-01,N,COWETA,"Atlanta-Sandy Springs-Alpharetta, GA",Y,Y,Y
36492022,3649,2022,GA0380200,GA0380200,,N,N,,I,GRANTVILLE,GRANTVILLE PD,Grantville,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,3446,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,11,0,11,1,1,2,3.5,3.8,2018-01-01,2019-10-01,2019-10-01,2020-02-01,2020-02-01,2020-02-01,N,COWETA,"Atlanta-Sandy Springs-Alpharetta, GA",Y,Y,Y
36502022,3650,2022,GA0380300,GA0380300,,N,N,,I,SENOIA,SENOIA PD,Senoia,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,5497,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,N,,,,,,,,,2018-01-01,2021-10-01,2021-12-01,2022-02-01,2021-12-01,2021-12-01,N,COWETA,"Atlanta-Sandy Springs-Alpharetta, GA",Y,Y,Y
36512022,3651,2022,GA0390000,GA0390000,,N,N,,I,CRAWFORD,CRAWFORD CO SO KNOXVILLE,Crawford,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,11465,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,21,9C,"MSA counties from 10,000 thru 24,999",9,MSA Counties,N,21,,Y,11,3,14,2,14,16,1.1,2.6,2018-01-01,2019-09-01,2019-09-01,2020-09-01,2020-07-01,2020-07-01,N,CRAWFORD,"Macon-Bibb County, GA",Y,Y,Y
36532022,3653,2022,GA0400000,GA0400000,,N,N,,I,CRISP,CRISP CO SO CORDELE,Crisp,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,9856,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,Y,42,11,53,13,35,48,5.6,10.2,2018-01-01,2018-09-01,2018-09-01,2020-09-01,2020-09-01,2020-09-01,N,CRISP,Not Specified,Y,Y,Y
36542022,3654,2022,GA0400100,GA0400100,,N,N,,I,CORDELE,CORDELE PD,Cordele,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,9929,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,17,0,17,5,9,14,2.2,3.1,2018-01-01,2019-10-01,2019-10-01,2020-08-01,2020-05-01,2020-05-01,N,CRISP,Not Specified,Y,Y,Y
36582022,3658,2022,GA0420000,GA0420000,,N,N,,I,DAWSON,DAWSON CO SO DAWSONVILLE,Dawson,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,30128,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,70,14,84,8,26,34,2.6,3.9,2018-01-01,2019-09-01,2019-09-01,2020-03-01,2020-03-01,2021-06-01,N,DAWSON,"Atlanta-Sandy Springs-Alpharetta, GA",Y,Y,Y
36602022,3660,2022,GA0430000,GA0430000,,N,N,,I,DECATUR,DECATUR COUNTY SHERIFF'S OFFICE,Decatur,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,14287,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,28,15,43,0,17,17,2.0,4.2,2018-01-01,2019-10-01,2019-10-01,2020-02-01,2020-02-01,2020-02-01,N,DECATUR,Not Specified,Y,Y,Y
36612022,3661,2022,GA0430100,GA0430100,,N,N,,I,BAINBRIDGE,BAINBRIDGE PD,Bainbridge,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,14112,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,33,7,40,2,4,6,2.5,3.3,2018-01-01,2019-09-01,2019-09-01,2019-12-01,2019-12-01,2019-12-01,N,DECATUR,Not Specified,Y,Y,Y
36642022,3664,2022,GA0430400,GA0430400,,N,N,,I,DECATUR COUNTY SCHOOLS,DECATUR CO SCHOOL POLICE DEPARTMENT,Decatur County Schools,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,Other,0,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,Y,5,0,5,3,0,3,0,0,2018-01-01,2019-08-01,2019-08-01,2020-07-01,2020-07-01,2020-07-01,N,DECATUR,Not Specified,Y,Y,Y
36652022,3665,2022,GA0440000,GA0440000,,N,N,,I,DEKALB,DEKALB COUNTY SHERIFF'S OFFICE,DeKalb,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,0,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,Y,128,56,184,141,146,287,0,0,2018-01-01,2020-12-01,2021-04-01,2022-02-01,2021-04-01,2021-04-01,N,DEKALB,"Atlanta-Sandy Springs-Alpharetta, GA",Y,Y,Y
36662022,3666,2022,GA0440100,GA0440100,,N,N,,I,DECATUR,DECATUR PD,Decatur,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,24259,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,34,1,35,9,13,22,1.8,2.3,2018-01-01,2019-10-01,2019-10-01,2020-07-01,2020-07-01,2020-07-01,N,DEKALB,"Atlanta-Sandy Springs-Alpharetta, GA",Y,Y,Y
36672022,3667,2022,GA0440200,GA0440200,,N,N,,I,DEKALB COUNTY POLICE DEP,DE KALB COUNTY PD DECATUR,DeKalb County Police Department,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,516329,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,19,9A,"MSA counties 100,000 or over",9,MSA Counties,Y,19,,Y,483,36,519,103,181,284,1.1,1.6,2018-01-01,2018-01-01,2018-01-01,2020-07-01,2020-07-01,2020-07-01,N,DEKALB,"Atlanta-Sandy Springs-Alpharetta, GA",Y,Y,Y
36692022,3669,2022,GA0440400,GA0440400,,N,N,,I,CHAMBLEE,CHAMBLEE PD,Chamblee,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,29393,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,49,0,49,9,17,26,2.0,2.6,2018-01-01,2020-01-01,2021-11-01,2021-11-01,2021-11-01,2021-11-01,N,DEKALB,"Atlanta-Sandy Springs-Alpharetta, GA",Y,Y,Y
36702022,3670,2022,GA0440500,GA0440500,,N,N,,I,CLARKSTON,CLARKSTON PD,Clarkston,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,14368,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,15,0,15,2,0,2,1.2,1.2,2018-01-01,2019-08-01,2019-08-01,2019-11-01,2019-11-01,2022-06-01,N,DEKALB,"Atlanta-Sandy Springs-Alpharetta, GA",Y,Y,Y
36712022,3671,2022,GA0440600,GA0440600,,N,N,,I,DORAVILLE,DORAVILLE PD,Doraville,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,11185,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,41,7,48,5,11,16,4.1,5.7,2018-01-01,2019-09-01,2019-09-01,2021-02-01,2021-02-01,2021-02-01,N,"DEKALB, GWINNETT","Atlanta-Sandy Springs-Alpharetta, GA",Y,Y,Y
36722022,3672,2022,GA0440700,GA0440700,,N,N,,I,LITHONIA,LITHONIA PD,Lithonia,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,2585,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,N,,,,,,,,,2018-01-01,2019-05-01,2019-05-01,2020-05-01,2020-05-01,2020-05-01,N,DEKALB,"Atlanta-Sandy Springs-Alpharetta, GA",Y,Y,Y
36742022,3674,2022,GA0440900,GA0440900,,N,N,,I,STONE MOUNTAIN,STONE MOUNTAIN PD,Stone Mountain,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,6541,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,10,0,10,5,1,6,2.3,2.4,2018-01-01,2019-08-01,2019-08-01,2020-01-01,2020-01-01,2020-01-01,N,DEKALB,"Atlanta-Sandy Springs-Alpharetta, GA",Y,Y,Y
36762022,3676,2022,GA0441100,GA0441100,,N,N,,I,STONE MOUNTAIN PARK,STONE MOUNTAIN PARK PD STONE MOUNTAIN,Stone Mountain Park,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,Other,0,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,15,1,16,1,1,2,0,0,2018-01-01,2019-09-01,2019-09-01,2019-10-01,2019-10-01,2019-10-01,N,DEKALB,"Atlanta-Sandy Springs-Alpharetta, GA",Y,Y,Y
36772022,3677,2022,GA044139E,GA0441300,,N,N,,I,AGNES SCOTT COLLEGE,AGNES SCOTT COLLEGE DEPT PUB SFTY DECATUR,Agnes Scott College,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,University or College,0,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,6,0,6,5,6,11,0,0,2018-01-01,2020-01-01,2020-01-01,2021-02-01,2021-02-01,2021-02-01,N,DEKALB,"Atlanta-Sandy Springs-Alpharetta, GA",Y,Y,Y
36782022,3678,2022,GA044149E,GA0441400,,N,N,,I,EMORY UNIVERSITY,DORAVILLE MARSHALS OFFICE,Emory University,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,University or College,0,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,31,14,45,9,18,27,0,0,2018-01-01,2019-08-01,2019-08-01,2020-01-01,2020-01-01,2020-01-01,N,DEKALB,"Atlanta-Sandy Springs-Alpharetta, GA",Y,Y,Y
36802022,3680,2022,GA0445100,GA0445100,,N,N,,I,DEKALB CO SCHOOL SYSTEM,DEKALB CO SCHOOL SYSTEM DEPT OF PUBLIC SAFETY,DeKalb County School System,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,Other,0,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,Y,58,104,162,6,40,46,0,0,2018-01-01,2019-09-01,2019-09-01,2021-03-01,2021-03-01,2021-03-01,N,DEKALB,"Atlanta-Sandy Springs-Alpharetta, GA",Y,Y,Y
36812022,3681,2022,GA0447100,GA0447100,,N,N,,I,DUNWOODY,DUNWOODY POLICE DEPARTMENT,Dunwoody ,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,50271,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,47,0,47,6,12,18,1.1,1.3,2018-01-01,2018-01-01,2018-01-01,2019-06-01,2019-06-01,2019-06-01,N,DEKALB,"Atlanta-Sandy Springs-Alpharetta, GA",Y,Y,Y
36822022,3682,2022,GA0450000,GA0450000,,N,N,,I,DODGE,DODGE CO SO EASTMAN,Dodge,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,13859,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,23,15,38,1,14,15,1.7,3.8,2018-01-01,2019-10-01,2019-10-01,2020-06-01,2020-06-01,2020-06-01,N,DODGE,Not Specified,Y,Y,Y
36832022,3683,2022,GA0450100,GA0450100,,N,N,,I,EASTMAN,EASTMAN PD,Eastman,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,5538,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,10,0,10,2,2,4,2.2,2.5,2018-01-01,2019-09-01,2019-09-01,2020-01-01,2020-01-01,2020-01-01,N,DODGE,Not Specified,Y,Y,Y
36922022,3692,2022,GA0470000,GA0470000,,N,N,,I,DOUGHERTY,DOUGHERTY CO SO ALBANY,Dougherty,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,0,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,Y,62,61,123,30,91,121,0,0,2018-01-01,2019-10-01,2019-10-01,2019-12-01,2019-12-01,2019-12-01,N,DOUGHERTY,"Albany, GA",Y,Y,Y
36932022,3693,2022,GA0470100,GA0470100,,N,N,,I,ALBANY,ALBANY PD,Albany,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,68613,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,83,9,92,37,28,65,1.7,2.3,2018-01-01,2019-05-01,2019-05-01,2019-08-01,2019-08-01,2019-08-01,N,DOUGHERTY,"Albany, GA",Y,Y,Y
36942022,3694,2022,GA0470200,GA0470200,,N,N,,I,DOUGHERTY COUNTY POL DPT,DOUGHERTY COUNTY PD ALBANY,Dougherty County Police Department,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,16002,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,21,9C,"MSA counties from 10,000 thru 24,999",9,MSA Counties,N,21,,Y,27,0,27,8,8,16,2.2,2.7,2018-01-01,2019-09-01,2019-09-01,2019-10-01,2019-10-01,2020-01-01,N,DOUGHERTY,"Albany, GA",Y,Y,Y
36972022,3697,2022,GA0470500,GA0470500,,N,N,,I,DOUGHERTY CO BOARD OF ED,DOUGHERTY CO BRD EDUC DEPT SAFETY & SEC ALBANY,Dougherty County Board of Education,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,Other,0,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,Y,14,3,17,3,0,3,0,0,2018-01-01,2019-07-01,2019-07-01,2020-05-01,2020-05-01,2020-05-01,N,DOUGHERTY,"Albany, GA",Y,Y,Y
37002022,3700,2022,GA0480000,GA0480000,,N,N,,I,DOUGLAS,DOUGLAS CO SO DOUGLASVILLE,Douglas,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,103334,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,19,9A,"MSA counties 100,000 or over",9,MSA Counties,Y,19,,Y,172,46,218,35,77,112,2.0,3.2,2018-01-01,2019-10-01,2019-10-01,2019-11-01,2019-11-01,2020-09-01,N,DOUGLAS,"Atlanta-Sandy Springs-Alpharetta, GA",Y,Y,Y
37012022,3701,2022,GA0480100,GA0480100,,N,N,,I,DOUGLASVILLE,DOUGLASVILLE PD,Douglasville,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,36331,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,80,4,84,16,16,32,2.6,3.2,2018-01-01,2019-07-01,2019-07-01,2019-09-01,2019-08-01,2019-09-01,N,DOUGLAS,"Atlanta-Sandy Springs-Alpharetta, GA",Y,Y,Y
37022022,3702,2022,GA0490000,GA0490000,,N,N,,I,EARLY,EARLY CO SO BLAKELY,Early,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,5024,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,Y,12,8,20,2,11,13,2.8,6.6,2018-01-01,2019-10-01,2019-10-01,2019-11-01,2019-11-01,2019-11-01,N,EARLY,Not Specified,Y,Y,Y
37032022,3703,2022,GA0490100,GA0490100,,N,N,,I,BLAKELY,BLAKELY PD,Blakely,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,5139,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,11,0,11,5,2,7,3.1,3.5,2018-01-01,2019-07-01,2019-07-01,2019-10-01,2019-10-01,2019-10-01,N,EARLY,Not Specified,Y,Y,Y
37052022,3705,2022,GA0500000,GA0500000,,N,N,,I,ECHOLS,ECHOLS CO SO STATENVILLE,Echols,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,3715,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,Y,7,0,7,2,0,2,2.4,2.4,2018-01-01,2018-11-01,2018-11-01,2019-03-01,2019-03-01,2019-03-01,N,ECHOLS,"Valdosta, GA",Y,Y,Y
37062022,3706,2022,GA0510000,GA0510000,,N,N,,I,EFFINGHAM,EFFINGHAM CO SO SPRINGFIELD,Effingham,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,51647,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,63,20,83,14,50,64,1.5,2.8,2018-01-01,2019-10-01,2019-10-01,2020-09-01,2020-05-01,2020-05-01,N,EFFINGHAM,"Savannah, GA",Y,Y,Y
37072022,3707,2022,GA0510100,GA0510100,,N,N,,I,GUYTON,GUYTON PD,Guyton,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,2826,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,6,0,6,0,0,0,2.1,2.1,2018-01-01,2021-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,EFFINGHAM,"Savannah, GA",Y,Y,Y
37082022,3708,2022,GA0510200,GA0510200,,N,N,,I,RINCON,RINCON PD,Rincon,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,11050,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,16,0,16,2,2,4,1.6,1.8,2018-01-01,2019-06-01,2019-06-01,2019-08-01,2019-08-01,2019-08-01,N,EFFINGHAM,"Savannah, GA",Y,Y,Y
37092022,3709,2022,GA0510300,GA0510300,,N,N,,I,SPRINGFIELD,SPRINGFIELD PD,Springfield,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,3083,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,7,0,7,3,1,4,3.2,3.6,2018-01-01,2019-08-01,2019-08-01,2020-01-01,2020-01-01,2020-01-01,N,EFFINGHAM,"Savannah, GA",Y,Y,Y
